id,name,popularity,album_name,release_date,duration_ms,explicit,artist_name,duration_min
567e29TDzLwZwfDuEpGTwo,stay (with justin bieber),82,f*ck love 3+: over you,2021-07-27,141805,True,the kid laroi,2.36
6QFCMUUq1T2Vf5sFUXcuQ7,beauty and a beat,83,believe,2012-01-01,227986,False,justin bieber,3.8
1f8zcJPvJKvxAOjEqM0pyc,love yourself,71,purpose (deluxe),2015-11-13,233720,False,justin bieber,3.9
0JBq4P9Jpp37F1PteCgGL1,sorry,69,purpose (deluxe),2015-11-13,200786,False,justin bieber,3.35
6I3mqTwhRpn34SLVafSH7G,ghost,84,justice,2021-03-19,153190,False,justin bieber,2.55
3JsydWaf2Ev4ehaLUjj3SY,confident,84,journals,2014-05-13,248133,False,justin bieber,4.14
6epn3r7S14KUqlReYr77hA,baby,84,my world 2.0,2010-01-01,214240,False,justin bieber,3.57
0NpZenGEA81m99MX1Q677C,what do you mean?,64,purpose (deluxe),2015-11-13,205680,False,justin bieber,3.43
69u7FJV6RIbQS3VuqLPSwl,bad guy,60,playlist for gamers,2021-08-18,194839,False,billie eilish,3.25
6hvRoJ0BTZywxu8UCPBkzx,i don't care,65,+-=÷× (tour collection),2024-09-27,219946,False,ed sheeran,3.67
5MIpcd16T59wFeqAChSYwC,duka,81,duka,2016-09-25,325147,False,last child,5.42
2vzpoecVhBE1pKtHzKONaN,seluruh nafas ini,75,our biggest thing ever,2014-12-30,292337,False,last child,4.87
0fiKmieZ6xzoolzNOC3Fxi,sekuat hatimu,75,our biggest thing ever,2014-12-30,283760,False,last child,4.73
4HPxh6IkRxCkb3T06Pltch,diary depresiku,74,everything we are everything,2015-11-01,317650,False,last child,5.29
1imyB3ufkQTtOnD2PYUSuu,bernafas tanpamu,72,surat cinta untuk starla,2017-10-19,295993,False,last child,4.93
3z2Kcl9Oz1IxSgVoKN6RXo,tak pernah ternilai,68,tak pernah ternilai,2015-01-13,253023,False,last child,4.22
5xtZ0Zz2J2ugaO6w6yC48w,pedih,66,everything we are everything,2015-11-01,278205,False,last child,4.64
1Fi8jAQk4oVQKv2j7TPSz5,saat saat itu,65,saat saat itu,2022-06-30,186009,False,last child,3.1
47fft3IJn3KKpC1nrJnOBg,percayalah - new,62,our biggest thing ever,2014-12-30,225594,False,last child,3.76
3V38fhMHZvF8blUSepXWcn,lagu terakhir untukmu,61,everything we are everything,2015-11-01,209215,False,last child,3.49
25M9piWxSsq0xLcjQW5yz6,bawa dia kembali,79,fábula,2023-01-23,226773,False,mahalini,3.78
6XKEElbr3cWmnUw6a5HRBV,mati-matian,77,mati-matian,2024-03-29,244137,False,mahalini,4.07
6O0WEM0QNEhqpU50BKui7o,sial,74,fábula,2023-01-23,243724,False,mahalini,4.06
0R6KCq5TLJB3gi2ragMrXZ,sisa rasa,73,fábula,2023-01-23,254863,False,mahalini,4.25
6gARWk9hXgTUImaKUsTu6w,bohongi hati,73,fábula,2023-01-23,262753,False,mahalini,4.38
2gsRMFzelZuRQo8r11RsLr,mencintaimu - (from: 2nd miracle in cell no.7),73,mencintaimu (from: 2nd miracle in cell no.7),2024-12-23,294000,False,mahalini,4.9
5bY4g7cLyasuuhthJ7Mdlh,sampai menutup mata,72,sampai menutup mata,2024-06-09,248666,False,mahalini,4.14
6H7lvP0NgAF39Rn3qve4Og,melawan restu,70,fábula,2023-01-23,220000,False,mahalini,3.67
6qolkjGnFjsui0h0bosp9p,kisah sempurna,68,fábula,2023-01-23,276019,False,mahalini,4.6
4D41thx2lQiCY2r0QsfVYc,aku yang salah,66,aku yang salah,2020-08-07,251553,False,mahalini,4.19
1MdjZzEInrmDBXf8zs0nKS,dan...,74,sheila on 7,1999-07-14,288706,False,sheila on 7,4.81
1BaGfrlIWinaF77p7QASBH,seberapa pantas,71,07 des,2002-03-26,241293,False,sheila on 7,4.02
1nfOP7xNHeFSPOlziXswJc,hari bersamanya,70,berlayar,2011-03-15,232706,False,sheila on 7,3.88
1ylY6UrF7cmOZ9GDOxrfk8,bila kau tak disampingku,70,kisah klasik untuk masa depan,2000-04-10,256173,False,sheila on 7,4.27
0HiNUFD2ovdPC2p5tbnzCG,kita,70,sheila on 7,1999-07-14,276666,False,sheila on 7,4.61
5gkTGkjFB5wAd3mSBEcQPY,sephia,68,kisah klasik untuk masa depan,2000-04-10,295520,False,sheila on 7,4.93
4NmiNWf3mFp078EFfvvgnr,sebuah kisah klasik,68,kisah klasik untuk masa depan,2000-04-10,242373,False,sheila on 7,4.04
2BCYKFDWnZi9PMkZiemQh1,film favorit,68,film favorit,2018-01-29,223500,False,sheila on 7,3.72
78tfcz1aUQlCzd3lkr614r,memori baik,67,memori baik,2024-11-25,263778,False,sheila on 7,4.4
41OCQS2Mul3MluLUUsfadr,anugerah terindah yang pernah kumiliki,65,sheila on 7,1999-07-14,268040,False,sheila on 7,4.47
0fK7ie6XwGxQTIkpFoWkd1,like jennie,93,ruby,2025-07-03,123517,True,jennie,2.06
4EIFwndJvGpgFjsEbNuYif,extral (feat. doechii),85,ruby,2025-07-03,167754,True,jennie,2.8
3gJAFFELdZyIM8tiwLAikg,handlebars (feat. dua lipa),88,ruby,2025-07-03,184698,True,jennie,3.08
0rx7xu0RmZLpJjKNVZjSVv,love hangover (feat. dominic fike),81,ruby,2025-07-03,180129,True,jennie,3.0
1kUyOJb3fzUo8r0OCz5SQk,mantra,81,ruby,2025-07-03,136627,True,jennie,2.28
6HjYE79OOCGEhkIRfXLqrz,damn right (feat. childish gambino & kali uchis),81,ruby,2025-07-03,230895,True,jennie,3.85
6SaSFVlIQC1L6Fh1QKLeFi,start a war,82,ruby,2025-07-03,165066,True,jennie,2.75
2chbuybiy6aDDBC985tJcP,zen,81,ruby,2025-07-03,201446,True,jennie,3.36
7rzzByujLJIBXpyOCnJhfx,with the ie (way up),81,ruby,2025-07-03,163899,True,jennie,2.73
5O2P9iiztwhomNh8xkR9lJ,night changes,89,four (deluxe),2014-11-17,226600,False,one direction,3.78
4nVBt6MZDDP6tRVdQTgxJg,story of my life,87,midnight memories (deluxe),2013-11-25,245493,False,one direction,4.09
4cluDES4hQEUhmXj6TXkSo,what makes you beautiful,85,up all night,2012-05-25,199986,False,one direction,3.33
2Bs4jQEGMycglOfWPBqrVG,steal my girl,83,four (deluxe),2014-11-17,228133,False,one direction,3.8
3NLnwwAQbbFKcEcV8hDItk,perfect,82,made in the a.m. (deluxe edition),2015-11-13,230333,False,one direction,3.84
2K87XMYnUMqLcX3zvtAF4G,drag me down,80,made in the a.m. (deluxe edition),2015-11-13,192120,False,one direction,3.2
2afCBiru10AFckfOa49wIa,you & i,80,midnight memories (deluxe),2013-11-25,237933,False,one direction,3.97
3JjnGLK8IxkNLvo8Lb3KOM,18,79,four (deluxe),2014-11-17,248360,False,one direction,4.14
1dQQ2QlnvXUehsRUrukKmf,right now,78,midnight memories (deluxe),2013-11-25,200400,False,one direction,3.34
5T7ZFtCcOgkpjxcuaeZbw0,best song ever,77,midnight memories (deluxe),2013-11-25,200106,False,one direction,3.34
3FwQ3RYYEekzjEeL3jdpUZ,pesan terakhir,81,lyodra,2021-07-16,261299,False,lyodra,4.35
66L6oBm77vpXuLCRX31iNX,tak dianggap,73,melangkah,2024-10-10,179841,False,lyodra,3.0
3zmN19fLAcKeDaajrIdWLB,terlalu cinta,73,terlalu cinta,2024-07-25,259040,False,yovie widianto,4.32
778yZPIEqLgL4qSi2zUh9F,tak selalu memiliki - ipar adalah maut original soundtrack,68,melangkah,2024-10-10,260571,False,lyodra,4.34
29lBFGkfr7EoJlb3lxi9Ij,menyesal,68,menyesal,2023-03-03,203454,False,yovie widianto,3.39
0hWOTHNAqqE5IsEAeylbqf,sang dewi,61,melangkah,2024-10-10,247993,False,lyodra,4.13
0rWP5ruLWqfARc6lOr0XXv,kau selalu di hati,65,symphony from the heart,2025-03-20,251091,False,andi rianto,4.18
0DjsS2osWXl1k3O1E96YHd,ego,60,melangkah,2024-10-10,274153,False,lyodra,4.57
1jKyWssDMP83VtugbwCJ6g,malu malu tapi nyaman,64,melangkah,2024-10-10,219943,False,lyodra,3.67
2bRNul3hyw1PSb7HoYLVPY,sampaikan rindu,61,melangkah,2024-10-10,267826,False,lyodra,4.46
3AJwUDP919kvQ9QcozQPxg,yellow,92,parachutes,2000-10-07,266773,False,coldplay,4.45
1mea3bSkSGXuIRvnydlB5b,viva la vida,88,viva la vida or death and all his friends,2008-06-06,242373,False,coldplay,4.04
6RUKPb4LETWmmr3iAEQktW,something just like this,89,memories...do not open,2017-07-04,247160,False,the chainsmokers,4.12
75JFxkI2RXiU7L9VXzMkle,the scientist,89,a rush of blood to the head,2002-08-27,309600,False,coldplay,5.16
0FDzzruyVECATHXKHFs9eJ,a sky full of stars,89,ghost stories,2014-05-16,267866,False,coldplay,4.46
7D0RhFcb3CrfPuTJ0obrod,sparks,87,parachutes,2000-10-07,227093,False,coldplay,3.78
7LVHVU3tWfcxj5aiPFEW4Q,fix you,87,x&y,2005-07-06,295533,False,coldplay,4.93
0BCPKOYdS2jbQ8iyB56Zns,clocks,86,a rush of blood to the head,2002-08-27,307879,False,coldplay,5.13
6nek1Nin9q48AVZcWs9e9D,paradise,86,mylo xyloto,2011-10-24,278719,False,coldplay,4.65
3RiPr603aXAoi4GHyXx0uy,hymn for the weekend,85,a head full of dreams,2015-04-12,258266,False,coldplay,4.3
3BJe4B8zGnqEdQPMvfVjuS,summertime sadness,84,born to die - the paradise edition,2012-01-01,265427,False,lana del rey,4.42
2nMeu6UenVvwUktBCpLMK9,young and beautiful,86,young and beautiful,2013-01-01,236053,False,lana del rey,3.93
2mdEsXPu8ZmkHRRtAdC09e,cinnamon girl,86,norman fucking rockwell!,2019-08-30,300683,False,lana del rey,5.01
6GGtHZgBycCgGBUhZo81xe,say yes to heaven,85,say yes to heaven,2023-05-19,209156,False,lana del rey,3.49
5Y6nVaayzitvsD5F7nr3DV,west coast,84,ultraviolence (deluxe),2014-01-01,256760,False,lana del rey,4.28
1NZs6n6hl8UuMaX0UC0YTz,brooklyn baby,83,ultraviolence (deluxe),2014-01-01,351640,True,lana del rey,5.86
0fBSs3fRoh1yJcne77fdu9,video games,78,born to die - the paradise edition,2012-01-01,281960,False,lana del rey,4.7
4cYllEeJVH7dWKwQxpbk42,the abyss (feat. lana del rey),73,hurry up tomorrow,2025-01-30,282873,False,the weeknd,4.71
1o82DwNisONAd2mu1RcGE6,margaret (feat. bleachers),82,did you know that there's a tunnel under ocean blvd,2023-03-24,339890,False,lana del rey,5.66
2vtmY2mSccRzKGjtcHSzI3,diet mountain dew,78,born to die - the paradise edition,2012-01-01,222920,False,lana del rey,3.72
5uCax9HTNlzGybIStD3vDh,say you won't let go,85,back from the edge,2016-10-28,211466,False,james arthur,3.52
0otRX6Z89qKkHkQ9OqJpKt,car's outside,85,you,2019-10-18,248373,False,james arthur,4.14
6mQLN3zRtAp6ovjusyYKrV,rewrite the stars (with james arthur & anne-marie),81,rewrite the stars (with james arthur & anne-marie),2018-10-25,218293,False,james arthur,3.64
0VhgEqMTNZwYL1ARDLLNCX,can i be him,81,back from the edge,2016-10-28,246880,False,james arthur,4.11
5yVIlYEHZxQVLyInCdldoS,impossible,79,james arthur (deluxe),2013-04-11,209440,False,james arthur,3.49
55Am8neGJkdj2ADaM3aw5H,train wreck,79,back from the edge,2016-10-28,208826,False,james arthur,3.48
2fmyrECK6bdfoGven0UMZx,naked,71,you,2019-10-18,233400,False,james arthur,3.89
4WRNS1oYuYArlw9C8bK32h,a thousand years,63,bitter sweet love (deluxe),2024-06-28,254316,False,james arthur,4.24
395KzBy0bkb57dEvg6cfzJ,falling like the stars,70,you,2019-10-18,211653,False,james arthur,3.53
71BrY73Q1m74SPtRvxr1np,a year ago,62,bitter sweet love,2024-01-26,170840,False,james arthur,2.85
1AoBdDIOp6RFjAbzcPbWi8,janji setia,76,tiara andini,2021-12-17,261000,False,tiara andini,4.35
3nHxZEe1dT7zs73DG6pNll,usai,73,usai,2022-11-25,217200,False,tiara andini,3.62
6L1jkVbb331DNvK89C3L8u,masih hatiku,70,masih hatiku,2024-02-22,262341,False,arsy widianto,4.37
3Ysf0Y3iu23mrDsVh1mdu0,merasa indah,71,tiara andini,2021-12-17,220250,False,tiara andini,3.67
1PuhA9UXgH4wRnXzYk5S2Z,kupu - kupu,70,kupu - kupu,2024-04-18,242090,False,tiara andini,4.03
53fKDMfQhWMSw7QKVDOTBP,cintanya aku,69,cintanya aku,2021-01-22,234125,False,tiara andini,3.9
3diRmt2Z6xSEaT0mqBr681,lagu pernikahan kita,65,lagu pernikahan kita,2024-01-02,261476,False,tiara andini,4.36
4b3k28lrqT1YxyV6z6qEpe,bukan untukku,64,bukan untukku,2024-03-10,232880,False,tiara andini,3.88
3tri5XrdkhTT8dXPhWXZDa,cantik,62,arti semestinya cinta,2024-07-03,240862,False,tiara andini,4.01
1oAwsWBovWRIp7qLMGPIet,apocalypse,88,cigarettes after sex,2017-09-06,290146,False,cigarettes after sex,4.84
7mDTvYD2ieE4Q28XFziMfJ,cry,85,cry,2019-10-25,256799,False,cigarettes after sex,4.28
0yuAWlxq59xT3agQ965OxE,sunsetz,84,cigarettes after sex,2017-09-06,214680,False,cigarettes after sex,3.58
2xGjfbXZnI8uQDhukoQURQ,k.,84,cigarettes after sex,2017-09-06,319560,False,cigarettes after sex,5.33
2KhrPRV0V1FS2l4eQMJUWt,sweet,83,cigarettes after sex,2017-09-06,291640,False,cigarettes after sex,4.86
3W7KHojYGgYaoX9ogKO9hU,nothing's gonna hurt you baby,80,i.,2012-07-21,286293,False,cigarettes after sex,4.77
5E02BgqYNN9VzafXrYP6Np,heavenly,78,cry,2019-10-25,286773,False,cigarettes after sex,4.78
1v7ptGUBS2DbbRmfIG0hU2,touch,75,cry,2019-10-25,292853,False,cigarettes after sex,4.88
4xbN7giFhdGbSQTPyG178F,john wayne,74,cigarettes after sex,2017-09-06,258013,False,cigarettes after sex,4.3
3g7ngtg7xK3N9nKwAjDfH3,falling in love,73,cry,2019-10-25,245840,False,cigarettes after sex,4.1
2LHNTC9QZxsL3nWpt8iaSR,abracadabra,86,mayhem,2025-07-03,223398,False,lady gaga,3.72
1QV6tiMFM6fSOKOGLMHYYg,poker face,85,the fame,2008-01-01,237200,True,lady gaga,3.95
4mUR5Tv0CvJtpmnUtzeIgd,garden of eden,87,mayhem,2025-07-03,239720,False,lady gaga,4.0
0T3Hw3kPj9T2E4UoaSXmfn,disease,82,mayhem,2025-07-03,229997,False,lady gaga,3.83
1dzQoRqT5ucxXVaAhTcT0J,just dance,83,the fame,2008-01-01,241933,False,lady gaga,4.03
2rbDhOo9Fh61Bbu23T2qCk,always remember us this way,85,a star is born soundtrack (without dialogue),2018-05-10,210200,False,lady gaga,3.5
2VxeLyX666F8uXCJ0dZF8B,shallow,85,a star is born soundtrack,2018-05-10,215733,False,lady gaga,3.6
0SiywuOBRcynK0uKGWdCnn,bad romance,85,the fame monster (deluxe edition),2009-05-11,294573,True,lady gaga,4.91
2rvd6akG8qEtBNUvQpN7iY,how bad do u want me,85,mayhem,2025-07-03,238886,True,lady gaga,3.98
6gjkHuMOR0CrN7Vb2NoEdg,anugerah terindah,80,cinta & doa,2023-09-22,282200,False,andmesh,4.7
4TPtPQIPMjWoRuZj4JLPDw,cinta luar biasa,71,cinta luar biasa,2019-11-22,257600,False,andmesh,4.29
75PlPerpoh1Bgeo7wA61RC,andaikan kau datang,69,cinta & doa,2023-09-22,247464,False,andmesh,4.12
0qGWdzIbvxO1QsUiwfAoNz,hanya rindu,66,cinta luar biasa,2019-11-22,252055,False,andmesh,4.2
5zEBoIoXuyW11jRZPh8yTH,bisa tanpamu,64,cinta & doa,2023-09-22,250650,False,andmesh,4.18
3nlpqcuF0zqWwkS5eRnAyg,jangan rubah takdirku,64,cinta luar biasa,2019-11-22,234813,False,andmesh,3.91
6iM8eGKLgWzoHmsdak2Nty,kumau dia,64,cinta luar biasa,2019-11-22,256226,False,andmesh,4.27
1li6ZfdoeHY0STg2hU2pkE,nyaman,63,cinta luar biasa,2019-11-22,226345,False,andmesh,3.77
2NHiy6rZOvm7XFMAIN7jxT,senyumlah,62,cinta luar biasa,2019-11-22,211594,False,andmesh,3.53
1jNHpxroMtfa6c7plkVUTL,tiba tiba,56,cinta & doa,2023-09-22,229399,False,andmesh,3.82
6Hii26x3qDErVitnGW8QtO,runtuh,80,runtuh,2021-01-10,223973,False,feby putri,3.73
6xeqCawPZngDVqw2W2aGaR,kembali pulang,78,kembali pulang,2022-10-28,207898,False,suara kayu,3.46
2dTIJVE0stqTvrhbpf7fFw,halu,71,riuh,2022-01-21,265737,False,feby putri,4.43
5GgRntbjr23OK9MMST02di,usik,70,riuh,2022-01-21,311496,False,feby putri,5.19
2mGGmw0htjUmy2Saf2i6RZ,liar angin,58,riuh,2022-01-21,229955,False,feby putri,3.83
2WKS8Tk8OwHnAY847eq1Xr,tanpa pamrih,54,tanpa pamrih,2022-05-08,212968,False,feby putri,3.55
1lZG3vqLkaEoW5IMIJ7y76,negeriku - collabonation version,53,negeriku (collabonation version),2023-10-08,311672,False,feby putri,5.19
4yDpYEuT1mQn3ZcEB1gceL,dear diary,53,masterpiece maia estianty,2020-10-15,220856,False,feby putri,3.68
5sgshmBMddmfaYhePRswOs,cahaya,50,riuh,2022-01-21,236750,False,feby putri,3.95
0GiVUtoocUKStsvza9eDUd,"detik, menit, jam",50,2016,2023-03-31,274000,False,feby putri,4.57
0qjuyXWrksQxIRntqz9ZJV,tanpa cinta,77,still the one,2014-04-14,256385,False,yovie & nuno,4.27
7er7WofjVw4QwPAyxH39jH,menjaga hati,73,the special one,2007-10-12,237400,False,yovie & nuno,3.96
6LF44wAs3h0K67RitTAfr5,sampai akhir waktu,72,winning 11,2010-08-16,215373,False,yovie & nuno,3.59
7DYQu1YIeFbQtBXBEOLfC5,mengejar mimpi,69,winning 11,2010-08-16,248066,False,yovie & nuno,4.13
3vN8A1HfOcytUpCiEm2qqI,merindu lagi (pada kekasih orang),68,winning 11,2010-08-16,179546,False,yovie & nuno,2.99
2gTg860d3Ju5ZbmkVVjukZ,manusia biasa (clb),67,winning 11,2010-08-16,227480,False,yovie & nuno,3.79
1OQyfW04HtxbKJykjlG3wD,dia milikku,65,the special one,2007-10-12,211933,False,yovie & nuno,3.53
6eekwSXpB57v26oEzcAhcf,janji suci,65,the special one,2007-10-12,198173,False,yovie & nuno,3.3
2edAglJ6sNF8MmLkV8Dp0R,bunga jiwaku,65,bunga jiwaku,2025-07-02,197260,False,yovie & nuno,3.29
5It44CCAJpMBShYw1swvql,sempat memiliki,57,the special one,2007-10-12,252093,False,yovie & nuno,4.2
3xpMytpniCnjXCgy7TcFDw,bawalah cintaku,73,the one,2010-01-04,233351,False,afgan,3.89
4RO9HkL5gStGYDofw0QWDX,jodoh pasti bertemu,71,live to love,2013-05-02,245232,False,afgan,4.09
24Dk7XFLnMXYuv1U9Qjv3U,ku dengannya kau dengan dia,72,sides,2016-08-24,268946,False,afgan,4.48
7pnySx65jx0qm8ZmV6R56m,bukan cinta biasa,72,the one,2010-01-04,251480,False,afgan,4.19
2JNkwar9orTpjlBoDgTXbJ,percayalah,67,sides,2016-08-24,264133,False,afgan,4.4
2BIqdq5nGdZRB6qCS4YHDD,untukmu aku bertahan,68,live to love,2013-05-02,248471,False,afgan,4.14
2n5MdJ8bdz4QYOTdeZaBd5,panah asmara,67,dekade,2018-02-21,274539,False,afgan,4.58
6RxfiwKHEUCWSR7vRE4b5g,kamu yang kutunggu,65,"love, life & music",2014-05-19,254013,False,rossa,4.23
4z8CduM0gnyJxgLNrEvxEh,wajahmu mengalihkan duniaku,64,the one,2010-01-04,189506,False,afgan,3.16
3NAs0Yhq5pDrHpkC6sg2Vi,terima kasih cinta,58,confession no.1 (17th anniversary edition),2025-02-14,249413,False,afgan,4.16
5eBk8ZXcd0pb0AO4a5PpOg,gala bunga matahari,75,markers and such pens flashdisks,2024-04-30,209693,False,sal priadi,3.49
5Egm9N7FnzsThl1CFXB2mm,kita usahakan rumah itu,71,markers and such pens flashdisks,2024-04-30,211244,False,sal priadi,3.52
1NzyVlr2fOWOfigbwDabme,mesra-mesraannya kecil-kecilan dulu,69,markers and such pens flashdisks,2024-04-30,209719,False,sal priadi,3.5
0Y7dCFSIdB9vJ8nnVIAfuv,i'd like to watch you sleeping,71,markers and such pens flashdisks,2024-04-30,309333,False,sal priadi,5.16
26aNjbOgTVrFZEx7was69A,mencintaimu,68,mencintaimu,2023-10-27,274041,False,sal priadi,4.57
4s8W4gutSQnFIDNThqUPSI,semua lagu cinta,62,markers and such pens flashdisks,2024-04-30,231187,False,sal priadi,3.85
71ZLnmvl1AUO0gqWvhPBw2,dari planet lain,58,markers and such pens flashdisks,2024-04-30,169220,False,sal priadi,2.82
1CVUWAC845LKEDHH0l8XG2,serta mulia,58,serta mulia,2021-02-19,189000,False,sal priadi,3.15
0xnzQ3Ek5X5r2pcbwIEQdc,besok kita pergi makan,58,besok kita pergi makan,2023-05-20,206092,False,sal priadi,3.43
1mruWrUwAVe2XkksUQiaHK,selamat (selamat tinggal),79,selamat (selamat tinggal),2019-06-17,313670,False,virgoun,5.23
5o6StwqqVfG3vRLx8UP310,surat cinta untuk starla,75,surat cinta untuk starla,2016-02-16,308036,False,virgoun,5.13
0O2GtSCle8Eujbc1Voh2VY,bukti,71,bukti,2017-09-19,284973,False,virgoun,4.75
22k5lgD5F7Pc7BodEMzDrY,saat kau telah mengerti,71,saat kau telah mengerti,2023-01-13,290751,False,virgoun,4.85
0z7jhodL97W88al5OI1zh1,orang yang sama,68,orang yang sama,2021-04-15,268534,False,virgoun,4.48
0vOWXVAYy7uN7UQlqaVFwL,surat cinta untuk starla,61,surat cinta untuk starla,2017-10-19,267911,False,virgoun,4.47
4lBPncN938dzMCaZDqJ27a,"seluruh nafas ini (feat. francis karel, yemima grace) - new version",59,surat cinta untuk starla,2017-10-19,276427,False,virgoun,4.61
3aI6hYm8OVAE5zNFJXlNJ3,titik balik di hidupku,54,titik balik di hidupku,2019-11-27,287287,False,virgoun,4.79
6bbPyOykzlKf0Y784qKdQh,maha pemilik hati,57,maha pemilik hati,2018-02-05,259325,False,virgoun,4.32
7tWLlTfLl6Lcy2OweV4GSs,saat hatiku bertanya,54,saat hatiku bertanya,2019-01-04,217763,False,virgoun,3.63
2u9S9JJ6hTZS3Vf22HOZKg,nokia,92,$ome $exy $ongs 4 u,2025-02-14,241023,True,drake,4.02
0NUqi0ps17YpLUC3kgsZq0,die trying,88,$ome $exy $ongs 4 u,2025-02-14,195431,True,partynextdoor,3.26
1zi7xx7UVEFkmKfv06H8x0,one dance,87,views,2016-06-05,173986,False,drake,2.9
78O33U6jbQtNiNfbkZudpd,she will,81,tha carter iv (explicit version),2011-01-01,305840,True,lil wayne,5.1
5mCPDVBb16L4XQwDdbRUpz,passionfruit,84,more life,2017-03-18,298940,True,drake,4.98
59nOXPmaKlBfGMDeOVGrIK,wait for u (feat. drake & tems),84,i never liked you,2022-04-29,189893,True,future,3.16
6DCZcSspjsKoFjzjrWoCdn,god's plan,83,scorpion,2018-06-29,198973,True,drake,3.32
5Nz7hI3cCOHmMR4vSLJ1An,gimme a hug,83,$ome $exy $ongs 4 u,2025-02-14,193054,True,drake,3.22
6LxSe8YmdPxy095Ux6znaQ,headlines,82,take care (deluxe),2011-11-15,235986,True,drake,3.93
4u43I0LP2Xf85OAS85eG0R,cn tower,82,$ome $exy $ongs 4 u,2025-02-14,241889,True,partynextdoor,4.03
46IZ0fSY2mpAiktS3KOqds,easy on me,84,30,2021-11-19,224694,False,adele,3.74
3di5hcvxxciiqwMH1jarhY,set fire to the rain,83,21,2011-01-24,242973,False,adele,4.05
3bNv3VuUOKgrf5hu3YcuRo,someone like you,83,21,2011-01-24,285240,False,adele,4.75
4OSBTYWVwsQhGLF9NHvIbR,rolling in the deep,81,21,2011-01-24,228093,False,adele,3.8
6VObnIkLVruX4UVyxWhlqm,skyfall,85,skyfall,2012-04-10,286480,False,adele,4.77
0DuWDLjriRPjDRoPgaCslY,love in the dark,81,25,2015-11-20,285935,False,adele,4.77
6O5TrlFWTYvznd9fMC0VvU,when we were young,79,25,2015-11-20,290900,False,adele,4.85
0Z5ok0QLLttAKsujOZYOXf,chasing pavements,77,19,2008-01-27,210506,False,adele,3.51
4zFHwVj4A8s0G5f7aOlpKo,hometown glory,77,19,2008-01-27,271226,True,adele,4.52
563SfWAHJs4FBZMkRN0IFN,send my love (to your new lover),76,25,2015-11-20,223078,False,adele,3.72
6m1TWFMeon7ai9XLOzdbiR,fake love,79,love yourself 轉 'tear',2018-05-18,242333,False,bts,4.04
5QDLhrAOJJdNAmCTJ8xMyW,dynamite,80,be,2020-11-20,199053,False,bts,3.32
46HNZY1i7O6jwTA7Slo2PI,my universe,76,music of the spheres,2021-10-15,226198,False,coldplay,3.77
4a9tbd947vo9K8Vti9JwcI,boy with luv (feat. halsey),76,map of the soul : persona,2019-12-04,229773,False,bts,3.83
5Odq8ohlgIbQKMZivbWkEo,left and right (feat. jung kook of bts),74,charlie,2022-06-10,154486,False,charlie puth,2.57
6jjYDGxVJsWS0a5wlVF5vS,butter,75,proof,2022-10-06,164952,False,bts,2.75
5FVbvttjEvQ8r2BgUcJgNg,life goes on,76,be,2020-11-20,207481,False,bts,3.46
69xohKu8C1fsflYAiSNbwM,run bts,76,proof,2022-10-06,204939,False,bts,3.42
2j1fFjWHCI9KJSwcuYAOyF,spring day,75,you never walk alone,2017-02-13,274097,False,bts,4.57
3uRLwBjI2TahxslcMTvpFs,dna,71,love yourself 承 'her',2017-09-18,223122,False,bts,3.72
5NmjnghJGJRFg34KGGx8O0,seandainya,80,my first love,2011-01-06,263407,False,vierra,4.39
5NVPptNO7R25ERR1pM7GOz,rasa ini,74,my first love,2011-01-06,240187,False,vierra,4.0
64004K6OpNt3gI3LtXYC7n,terlalu lama,70,"love, love & love",2011-01-02,247896,False,vierra,4.13
5oy5qoCYSSsf3nOEe9aIYZ,kesepian,68,"love, love & love",2011-01-02,249939,False,vierra,4.17
21eHgdUt3z5JymCne7WiNN,perih,67,my first love,2011-01-06,200156,False,vierra,3.34
5XSMeKHqpTh6J0CKmpwXR6,jadi yang kuinginkan,64,my first love,2011-01-06,187988,False,vierra,3.13
4ZWFs9951mmbXwEwu2MWEY,bersamamu,62,my first love,2011-01-06,252261,False,vierra,4.2
7AimCeId840zuaWl8RBAzT,dengarkan curhatku,54,my first love,2011-01-06,151022,False,vierra,2.52
35vw3FECIiK3sUQ5XfgsNp,takut,53,"love, love & love",2011-01-02,201270,False,vierra,3.35
1L3W6mjrIBvyvVkCM8RN40,semua tentangmu,51,"love, love & love",2011-01-02,227462,False,vierra,3.79
5CZ40GBx1sQ9agT82CLQCT,traitor,87,sour,2021-05-21,229226,False,olivia rodrigo,3.82
5wANPM4fQCJwkGd4rN57mH,drivers license,86,sour,2021-05-21,242013,True,olivia rodrigo,4.03
1kuGVB7EU95pJObxwvfwKS,vampire,85,guts,2023-08-09,219724,True,olivia rodrigo,3.66
6HU7h9RYOaPRFeh0R3UeAr,deja vu,86,sour,2021-05-21,215506,True,olivia rodrigo,3.59
4ZtFanR9U6ndgddUvNcjcG,good 4 u,84,sour,2021-05-21,178146,True,olivia rodrigo,2.97
2tGvwE8GcFKwNdAXMnlbfl,happier,84,sour,2021-05-21,175933,True,olivia rodrigo,2.93
5JCoSi02qi3jJeHdZXMmR8,favorite crime,83,sour,2021-05-21,152666,False,olivia rodrigo,2.54
4Yxc55NX3tAXC2mHRAhtcW,"all i want - from ""high school musical: the musical: the series""",80,"all i want (from ""high school musical: the musical: the series"")",2019-11-27,177322,False,olivia rodrigo,2.96
